";2020;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030;2031;2032;2033;2034;2035;2036;2037;2038;2039;2040;2041;2042;2043;2044;2045;2046;2047;2048;2049;2050"
"CZ.OFF.GHG-INT (kg/sqm);119,8477356;110,5698879;102,6611776;94,97644424;85,53109802;78,69240431;71,59457574;64,09978702;57,916271;52,04887474;45,88845342;41,01719707;36,09464406;31,58107052;27,32991666;23,3451498;18,907697;15,40841356;12,41626285;10,00628265;8,063627364;6,981408436;6,159535524;5,434414814;4,800185052;4,20399106;3,771377172;3,354252479;2,982636696;2,638931434;2,309336502"
"DK.OFF.GHG-INT (kg/sqm);33,3146691;30,67316489;28,37409853;26,16804839;23,52869755;21,59327493;19,60995914;17,53047718;15,8250259;14,22088764;12,54397952;11,23099899;9,913011823;8,720493601;7,608712832;6,577493371;5,391644414;4,501851448;3,74888305;3,149010215;2,67132595;2,41002901;2,215260428;2,04625191;1,901155718;1,766949105;1,673439692;1,585062886;1,509104544;1,441703284;1,380188649"
"EE.OFF.GHG-INT (kg/sqm);202,8786088;187,4947355;171,3350445;155,9960305;140,6417951;127,4572659;114,1507364;101,7024756;90,46968149;80,00044984;69,77482918;61,33249761;53,14811668;45,62507429;38,66922417;32,26954804;26,00862303;20,59477206;16,04009719;12,42476298;9,554907123;7,957623494;6,757359702;5,716729523;4,822785175;4,000210627;3,412945675;2,859748795;2,378634325;1,945134213;1,540757824"
"FI.OFF.GHG-INT (kg/sqm);56,52373732;51,33659152;47,35696415;43,56806258;38,61901319;35,34366636;32,03075634;28,33705247;25,5327789;22,91872554;20,09750576;17,98893578;15,85207415;13,97179177;12,2345118;10,63789068;8,582513191;7,226599744;6,089680609;5,192510691;4,485669218;4,103655456;3,822582558;3,581573024;3,377009763;3,189347531;3,059873785;2,93691336;2,829654024;2,731386377;2,636932556"
"FR.OFF.GHG-INT (kg/sqm);28,05803247;25,31381054;23,53489134;21,82113776;19,22670207;17,72734651;16,19728017;14,32970192;13,02361973;11,79891965;10,40824647;9,41068049;8,373078048;7,469515968;6,627458362;5,846340485;4,759623728;4,085266368;3,514045017;3,058374134;2,694977172;2,495467467;2,346421179;2,217034635;2,105974849;2,003348284;1,93170497;1,86375872;1,804576126;1,75047099;1,698305496"
"DE.OFF.GHG-INT (kg/sqm);55,26532331;51,6865314;47,85979313;44,14787616;40,27128332;36,96641857;33,55085846;30,26740148;27,2898626;24,46663213;21,6426881;19,29326117;16,9682583;14,79624393;12,74984964;10,83101135;8,891809615;7,200719395;5,754778536;4,591143709;3,652082851;3,136969309;2,746292295;2,402387522;2,102530559;1,822482106;1,619311076;1,425192671;1,253397022;1,095408091;0,944230783"
"EL.OFF.GHG-INT (kg/sqm);78,02029441;71,72154963;66,39334597;61,27428301;54,99952304;50,51309712;45,90622605;41,01111947;37,04608388;33,30826602;29,36340091;26,29035859;23,1823915;20,36120662;17,71522325;15,24482598;12,37351789;10,21192823;8,370838365;6,895298376;5,712737957;5,065380619;4,580519927;4,156545632;3,789593533;3,446847293;3,20550459;2,974079685;2,770930753;2,585093303;2,407968602"
"HU.OFF.GHG-INT (kg/sqm);63,47290254;57,61491069;53,58093576;49,6360367;43,77568439;40,26416198;36,67573246;32,37350061;29,30727163;26,43697824;23,21274551;20,85701576;18,43073956;16,32357017;14,37290029;12,57636691;10,09482931;8,56542731;7,280149884;6,262948702;5,459125915;5,019715675;4,695116889;4,418049048;4,185350518;3,975912495;3,836398674;3,709027853;3,603378597;3,510212329;3,420610391"
"IE.OFF.GHG-INT (kg/sqm);105,3216552;96,88538711;89,23764258;81,88051641;73,38843996;66,95154511;60,39713734;53,71171706;48,12310999;42,89126124;37,53166368;33,2835581;29,07271052;25,25923518;21,72272616;18,46020271;14,87305826;12,09780733;9,759651465;7,902231035;6,427139616;5,608762702;4,994994916;4,463338024;4,007371445;3,588224229;3,291088778;3,011550252;2,769229197;2,551183307;2,347416616"
"IT.OFF.GHG-INT (kg/sqm);49,7012727;45,4772478;42,00686248;38,67773011;34,58264296;31,68305404;28,72134967;25,58186515;23,04918955;20,66943765;18,17744507;16,23269379;14,28062941;12,51389916;10,86459609;9,332010634;7,591606443;6,268753046;5,145306932;4,245688834;3,524787399;3,122510868;2,817884666;2,550767071;2,318515051;2,101810858;1,944915784;1,794757863;1,661774099;1,539565406;1,423169058"
"LV.OFF.GHG-INT (kg/sqm);48,12413529;44,23026626;40,97995163;37,8486177;34,04216639;31,23778652;28,35253876;25,34568378;22,8554577;20,50651764;18,06277767;16,13161948;14,19518064;12,43093021;10,78083398;9,245185453;7,533949242;6,203660172;5,073675756;4,16929298;3,445233415;3,043656206;2,740784509;2,475731869;2,245887048;2,031721759;1,87822516;1,731652996;1,602727285;1,485127948;1,37404256"
"LT.OFF.GHG-INT (kg/sqm);61,0975712;55,9091958;51,79685296;47,80245758;42,58753045;39,05899523;35,45031676;31,47931575;28,3923483;25,49703793;22,39958064;20,04126477;17,65336684;15,52033755;13,53408862;11,69325865;9,452336367;7,867699112;6,526435617;5,456847487;4,603991101;4,133900891;3,781934271;3,476256296;3,213697;2,971263059;2,801365702;2,640782278;2,501510866;2,375331881;2,255407916"
"LU.OFF.GHG-INT (kg/sqm);42,89652491;40,08426122;36,88928968;33,815172;30,80898705;28,11105812;25,34534872;22,79395125;20,41719195;18,18012718;15,99468086;14,16132526;12,37123907;10,70083135;9,139994206;7,688493732;6,297655558;5,041367464;3,974512005;3,120790214;2,437337652;2,05839746;1,772634674;1,522523785;1,305584702;1,103343749;0,958340923;0,819748195;0,697700129;0,586217596;0,480763433"
"MT.OFF.GHG-INT (kg/sqm);99,57846118;85,2655186;79,44369008;73,98114746;61,78524902;57,16366199;52,55340011;44,93418107;41,1528655;37,6705806;32,86809386;30,1314841;27,01827769;24,63273299;22,4442474;20,44246016;16,02061782;14,35619993;12,96788727;11,88431077;11,0350544;10,57145347;10,23025377;9,941663124;9,701610129;9,487354903;9,343109336;9,214036495;9,111785553;9,030894059;8,969673047"
"NL.OFF.GHG-INT (kg/sqm);58,072067;54,07035586;49,62769831;45,36975633;41,18786376;37,47738385;33,69827336;30,2074757;26,98415963;23,96327492;21,02189111;18,56376229;16,17502773;13,95804426;11,89636481;9,988382125;8,162618756;6,528760318;5,146856074;4,044605438;3,165087814;2,67531201;2,305901005;1,983671958;1,705086746;1,446761914;1,261144891;1,084723537;0,929766632;0,788568005;0,655200365"
"PL.OFF.GHG-INT (kg/sqm);157,2009649;145,1766659;133,8814565;123,0106542;110,756599;101,1981607;91,40806034;81,55454664;73,14374289;65,23870228;57,17769947;50,71909093;44,31534275;38,47345312;33,03758173;28,00593285;22,58419253;18,27130458;14,62714728;11,72555945;9,415661138;8,139623248;7,183136426;6,352189639;5,637347472;4,97678327;4,509232741;4,067114199;3,683425435;3,338727522;3,018728246"
"PT.OFF.GHG-INT (kg/sqm);42,79217913;37,22022578;34,88769042;32,69072621;27,82387797;25,92128703;23,99337116;20,80455759;19,16091147;17,62901626;15,51526509;14,27996296;12,87376923;11,77848309;10,77243625;9,854601995;7,846107166;7,0703761;6,427753322;5,929285438;5,545135841;5,351794122;5,218749961;5,110628898;5,025351608;4,95205689;4,914858014;4,885594768;4,871460997;4,871635871;4,887519759"
"RO.OFF.GHG-INT (kg/sqm);72,5494799;65,95734822;60,51999344;55,36238928;49,16893219;44,74875037;40,29721657;35,62756427;31,8785418;28,38894852;24,77421193;21,96707194;19,18276397;16,69479142;14,40089678;12,29699197;9,898289213;8,132723315;6,651292609;5,477459021;4,547139095;4,025554406;3,63236252;3,291532002;2,998457979;2,729012468;2,534225512;2,350602147;2,189843792;2,044171722;1,907803477"
"SK.OFF.GHG-INT (kg/sqm);48,29453976;43,96050305;40,77258892;37,72346786;33,56184892;30,87031998;28,10889722;24,95455881;22,57862461;20,34330609;17,89989784;16,07007223;14,19882917;12,53847722;10,99132729;9,557229113;7,735875352;6,502180702;5,458918175;4,627881356;3,96618473;3,601681054;3,329149102;3,092926724;2,890427536;2,703821471;2,573064398;2,449385747;2,341659726;2,243215075;2,148386181"
"SI.OFF.GHG-INT (kg/sqm);48,38331771;44,32984276;41,02166366;37,84752134;33,88088345;31,10527366;28,26106613;25,20323104;22,75983232;20,45953288;18,02298513;16,13651003;14,22986209;12,50802714;10,89785451;9,39926097;7,642850965;6,342558555;5,237875266;4,353881173;3,646326514;3,255566648;2,961666261;2,70480227;2,482532211;2,275701262;2,128926667;1,989234475;1,867358882;1,757173649;1,654032549"
"ES.OFF.GHG-INT (kg/sqm);26,06913177;23,7282478;22,12835557;20,58272475;18,33810826;16,97092487;15,55469899;13,88023273;12,64857545;11,48104855;10,17593877;9,20807694;8,20337747;7,307789666;6,465156014;5,676253975;4,655675385;3,963087581;3,372096308;2,897569306;2,516492961;2,307135662;2,149753186;2,011697836;1,891794297;1,779538129;1,70000245;1,623813144;1,557145396;1,496780554;1,440369391"
"SE.OFF.GHG-INT (kg/sqm);16,17176571;14,69822241;13,62851953;12,59958181;11,18224589;10,28365407;9,371453529;8,32526701;7,549644469;6,824713986;6,032197304;5,444281023;4,845025353;4,318300536;3,830154434;3,3800801;2,796364501;2,413423653;2,09041043;1,833004766;1,627717992;1,511115458;1,422218624;1,344570261;1,277303858;1,215237812;1,169624518;1,126549898;1,088516158;1,0536664;1,020472942"
"UK.OFF.GHG-INT (kg/sqm);52,50547847;48,4608746;45,12336028;41,86315822;37,76244487;34,83982268;31,78786421;28,52867081;25,85231014;23,30294167;20,60829242;18,47939623;16,31836331;14,33193477;12,45507265;10,69056493;8,721038167;7,163896217;5,82948562;4,752603198;3,88294063;3,398050402;3,029204717;2,703137485;2,417392026;2,148283796;1,952585376;1,763590313;1,594917907;1,438677149;1,288673488"
"HR.OFF.GHG-INT (kg/sqm);68,43820815;61,9482062;57,1698678;52,59376922;46,32781201;42,35758476;38,33670087;33,75564898;30,34917297;27,16984324;23,72508878;21,15763005;18,55919778;16,27495961;14,16503941;12,22646266;9,791769047;8,161942227;6,792370382;5,705362543;4,842462355;4,356008004;3,98811794;3,669038888;3,394714762;3,143159859;2,961207485;2,790726148;2,642449697;2,509239182;2,385743394"
"CH.OFF.GHG-INT (kg/sqm);25,11012648;23,04778485;21,53979471;20,06445728;17,99240498;16,66616983;15,28178809;13,69043797;12,47735836;11,32341;10,05233729;9,090532186;8,09638071;7,199382154;6,352019103;5,55529269;4,568900971;3,863591072;3,259147197;2,771699007;2,378348025;2,161147243;1,996857791;1,85183673;1,725005652;1,605450971;1,519546835;1,436432099;1,362460727;1,293998191;1,228183925"
"NO.OFF.GHG-INT (kg/sqm);7,790030743;6,83612608;6,623732055;6,398881381;5,541241525;5,319112063;5,063392708;4,515555976;4,272229653;4,029147577;3,648654695;3,432547765;3,165753462;2,945010229;2,727223897;2,515208101;2,099642873;1,900104802;1,72639653;1,585937507;1,472821132;1,417806334;1,379451663;1,346350855;1,317786517;1,29062912;1,275064583;1,259714025;1,247122731;1,236004963;1,225310167"
"AT.RHS.GHG-INT (kg/sqm);54,55837737;49,11236607;45,84172158;42,69759035;37,61406525;34,84578203;31,99090351;28,33542308;25,86357349;23,52813702;20,79191541;18,86581546;16,8260013;15,05459363;13,39330615;11,84301696;9,58337101;8,226274056;7,072368072;6,150081061;5,413402267;5,015298828;4,71998225;4,463082675;4,242077752;4,036235256;3,89453615;3,759505522;3,643404122;3,540312694;3,446275297"
"BE.RHS.GHG-INT (kg/sqm);73,27855527;66,98152006;62,58172619;58,29985688;52,0965053;48,26226369;44,25718887;39,54182235;36,02587394;32,67745088;28,93375688;26,1370814;23,22518604;20,61130263;18,14089289;15,81760183;12,83911199;10,77816203;9,013126795;7,591802961;6,447041949;5,820656111;5,349946134;4,935862424;4,575298583;4,236254367;3,996796294;3,766442303;3,564658749;3,381760724;3,210720809"
"BG.RHS.GHG-INT (kg/sqm);76,66022607;70,25672695;64,74542666;59,47104567;53,20094752;48,61666294;43,95344765;39,10165096;35,13050129;31,41142495;27,55743346;24,53463257;21,52027286;18,79715804;16,2662537;13,92539274;11,28885739;9,285581208;7,592365237;6,242957816;5,16733208;4,56991075;4,120270321;3,728637999;3,390606308;3,077487218;2,853370891;2,640479688;2,453760705;2,283736693;2,123118615"
"CY.RHS.GHG-INT (kg/sqm);199,7298937;183,8520955;168,2200469;153,207555;137,0570547;124,0481815;110,9728851;98,23453139;87,25366219;77,06155985;66,93512843;58,76534116;50,82152902;43,63510883;37,0392338;31,02420992;24,79592481;19,83043506;15,70216009;12,46050352;9,919965778;8,481634916;7,400214068;6,477147921;5,697981396;5,00289064;4,505972362;4,056857178;3,679997845;3,356117026;3,071387022"
"CZ.RHS.GHG-INT (kg/sqm);128,3907486;118,6133722;110,1050231;101,8377124;91,82976818;84,47183208;76,83496863;68,84627786;62,19288526;55,87971894;49,28276003;44,04147568;38,75534496;33,89893271;29,32495204;25,03767307;20,31349212;16,54833809;13,32900449;10,73625487;8,646480498;7,482788899;6,599300446;5,819938511;5,138394667;4,497780727;4,033220637;3,585323605;3,186400034;2,817508766;2,463796658"
"DK.RHS.GHG-INT (kg/sqm);47,17520533;43,6422852;40,30355736;37,09816649;33,50275257;30,69030963;27,8079879;24,90957555;22,43115569;20,09953304;17,71713718;15,80820267;13,91063209;12,17638794;10,55910012;9,058501365;7,432093934;6,137611093;5,041455716;4,167236819;3,470143413;3,086816577;2,799926396;2,550360534;2,335446494;2,136287464;1,996080017;1,863169374;1,747996434;1,64476256;1,549298825"
"EE.RHS.GHG-INT (kg/sqm);249,8334967;231,0878206;211,1198651;192,1650846;173,3920504;157,098441;140,6537578;125,3703443;111,488159;98,54948466;85,95523266;75,5213604;65,42075985;56,12287407;47,52587806;39,61615803;31,951523;25,26025734;19,63074535;15,16206066;11,61463081;9,639851153;8,15570503;6,868828277;5,763216887;4,745785252;4,019115311;3,334481645;2,738820698;2,201834403;1,700589139"
"FI.RHS.GHG-INT (kg/sqm);69,47494746;63,39241075;58,38847371;53,62264262;47,74665075;43,62630376;39,45790323;34,98995795;31,46081513;28,16992695;24,69827429;22,04216089;19,37750588;17,00757673;14,81683004;12,80235945;10,35804075;8,64776814;7,212349154;6,077898271;5,182411107;4,694857093;4,334154367;4,023935823;3,759749958;3,517150546;3,348091645;3,18779082;3,047900664;2,92011146;2,798035189"
"FR.RHS.GHG-INT (kg/sqm);45,86656607;41,96641786;38,83423567;35,81791323;31,9783594;29,33870815;26,64410713;23,7185373;21,41678207;19,25746145;16,96251594;15,20223233;13,42385723;11,82848774;10,34116217;8,960970981;7,311891773;6,120813366;5,111279265;4,305134436;3,661372723;3,306027089;3,039368012;2,807119513;2,606901347;2,421289431;2,290020099;2,16515809;2,055813317;1,955802346;1,860051973"
"DE.RHS.GHG-INT (kg/sqm);72,69937739;68,08608949;63,02076058;58,10684601;53,07102153;48,69593729;44,17328102;39,87493578;35,93249151;32,19418636;28,47609889;25,36543508;22,29399711;19,41775105;16,70778378;14,16668121;11,6368469;9,397582365;7,482832391;5,94177956;4,698406401;4,015410802;3,497546733;3,041615145;2,643998472;2,272251099;2,002934472;1,745210746;1,516966344;1,306899468;1,105810932"
"EL.RHS.GHG-INT (kg/sqm);80,86664189;74,39638487;68,8672762;63,55508286;57,09560599;52,43992663;47,65921761;42,6057867;38,49110386;34,61214123;30,52985528;27,34067127;24,11912574;21,19123718;18,44510892;15,88114127;12,92138364;10,67796949;8,767087994;7,235484306;6,007861194;5,335550543;4,831835202;4,391286653;4,009897516;3,653619961;3,402556515;3,161784576;2,950355423;2,756895446;2,57248595"
"HU.RHS.GHG-INT (kg/sqm);76,22759038;69,57021783;64,57943589;59,70362252;52,94769655;48,61271388;44,18284221;39,11545923;35,32946061;31,78420496;27,9083373;24,99693785;22,03425637;19,42880249;17,01610035;14,79337172;11,91479335;10,02345753;8,433208648;7,173551647;6,176981007;5,629613082;5,223576535;4,875780524;4,582197892;4,316708273;4,136820464;3,971382751;3,832467505;3,709192001;3,591395236"
"IE.RHS.GHG-INT (kg/sqm);112,1577614;103,2755255;95,107865;87,25056221;78,28061981;71,40599543;64,40576088;57,31551127;51,34661168;45,75862455;40,05577398;35,51831772;31,02787558;26,95451792;23,17691251;19,69188371;15,89731678;12,93284001;10,43515233;8,450860617;6,874869785;6,000210954;5,344049936;4,775559799;4,287880186;3,839495856;3,521388286;3,222048694;2,962437726;2,728746201;2,510319481"
"IT.RHS.GHG-INT (kg/sqm);61,49054959;56,50023545;52,13861643;47,95431138;43,04300328;39,39639538;35,67125927;31,83786009;28,65155278;25,65764769;22,57077022;20,12402677;17,68391622;15,46103344;13,3859392;11,45774973;9,345680473;7,681048438;6,267496274;5,135784147;4,229107525;3,723664028;3,341177308;3,005913893;2,714550461;2,442764389;2,246300444;2,058327659;1,891994209;1,739245752;1,59383663"
"LV.RHS.GHG-INT (kg/sqm);58,41277197;53,85745739;49,8644777;46,01687981;41,5113587;38,06409947;34,5171406;30,90631579;27,84462654;24,95657177;21,9885533;19,61404579;17,24520466;15,07581248;13,046733;11,15832862;9,115152768;7,479219928;6,089557874;4,977278123;4,08671086;3,592667044;3,219988504;2,893812104;2,61092981;2,347328046;2,158321085;1,977809751;1,818955894;1,673954226;1,536838974"
"LT.RHS.GHG-INT (kg/sqm);73,83507045;67,84549408;62,77960088;57,86034992;51,7570017;47,41232024;42,9687269;38,23842227;34,43663216;30,87038313;27,12413074;24,21859436;21,29973169;18,67129094;16,22345617;13,95460416;11,31245854;9,359701052;7,706575053;6,387911992;5,336052034;4,755355112;4,319994543;3,941492422;3,615901764;3,314882041;3,102937553;2,902254539;2,727664403;2,569173556;2,418574059"
"LU.RHS.GHG-INT (kg/sqm);55,18023408;51,58157867;47,46561461;43,50505061;39,65043313;36,17438113;32,61097068;29,33323346;26,27098375;23,38870527;20,57717123;18,21503204;15,91007497;13,75786435;11,74679948;9,876574536;8,0919746;6,473282544;5,098616515;3,998511968;3,117751589;2,629281532;2,260850754;1,938355866;1,658605107;1,397799277;1,210735754;1,031920733;0,874385592;0,73038772;0,594020615"
"MT.RHS.GHG-INT (kg/sqm);120,2384093;104,354773;96,77206211;89,64955344;75,87363637;69,83951612;63,81790227;54,94178281;50,00068981;45,44874113;39,63630044;36,05651802;32,13964585;29,01640367;26,14922173;23,52456012;18,52982546;16,34699602;14,52374542;13,09753702;11,97662626;11,35861903;10,90017582;10,5103622;10,18395434;9,891298601;9,689990592;9,508243102;9,360821515;9,239915564;9,142318217"
"NL.RHS.GHG-INT (kg/sqm);84,09276376;78,35014163;71,89176458;65,70190584;59,67864353;54,28428226;48,79008451;43,74251757;39,05622006;34,66424108;30,39937536;26,82555722;23,35642364;20,13317987;17,13573693;14,36175834;11,72597012;9,350467625;7,341308593;5,73877012;4,460086205;3,748098938;3,211116629;2,742726838;2,337785114;1,962290563;1,692505376;1,436078871;1,210850799;1,005616002;0,81175591"
"PL.RHS.GHG-INT (kg/sqm);193,3923509;179,0227773;164,9833946;151,469042;136,6824263;124,7983185;112,625693;100,6018329;90,14404129;80,31459285;70,39075508;62,35920853;54,42933218;47,16408535;40,40321735;34,14448428;27,57445265;22,21000263;17,67648763;14,06569469;11,19013874;9,599378338;8,405706895;7,368035504;6,474651752;5,648709647;5,062587088;4,507925513;4,025581077;3,591157502;3,18654415"
"PT.RHS.GHG-INT (kg/sqm);49,98382608;43,91752251;41,02498511;38,29551007;32,92323747;30,55891981;28,16220281;24,54781009;22,50470388;20,59912868;18,12607835;16,58780432;14,88993384;13,52445548;12,26873427;11,12147246;8,900173581;7,93125811;7,126315023;6,499006319;6,012547336;5,761391957;5,584507442;5,438266811;5,320105625;5,216566349;5,157274623;5,107218604;5,074855246;5,058522906;5,058991544"
"RO.RHS.GHG-INT (kg/sqm);87,96014918;80,26505134;73,57887035;67,23512888;59,92024202;54,48011209;49,00078058;43,40292657;38,78746297;34,49134892;30,10465514;26,64860489;23,24165536;20,17843579;17,35415921;14,76379077;11,91454783;9,740496697;7,916354951;6,471031143;5,325604368;4,683599082;4,199725996;3,78035368;3,419829188;3,088450798;2,84908807;2,623540886;2,426223209;2,247544335;2,080359384"
"SK.RHS.GHG-INT (kg/sqm);57,5785752;52,6552928;48,77503331;45,06406743;40,27478022;36,99878752;33,63733082;29,93578077;27,0429229;24,32082279;21,40526725;19,17634596;16,91709189;14,89421744;13,00902372;11,26136562;9,14614508;7,642979275;6,371555375;5,358385504;4,551265183;4,105755749;3,772097096;3,482529858;3,233890479;3,004480402;2,842945105;2,689993703;2,556531417;2,434608603;2,317576624"
"SI.RHS.GHG-INT (kg/sqm);58,18853074;53,50930469;49,47084153;45,59518323;40,95794845;37,56783416;34,09360882;30,46215379;27,47719587;24,66686468;21,7349574;19,42997844;17,11538668;15,01143348;13,04382082;11,21245656;9,142776991;7,553870266;6,20385341;5,12335706;4,258338954;3,780207981;3,42035592;3,105711908;2,83327803;2,579640436;2,399261803;2,227410883;2,077151713;1,940944882;1,813043402"
